Advertiser Currency,Channel,Creative Size,Revenue (Adv Currency),Impressions,Active View: Viewable Impressions,Clicks,Total Conversions,Post-Click Conversions,Post-View Conversions
USD,mogo sports sx,160x600,506.828823,77722,61622,44,110,1,109
USD,Channel of Top non-US Sites for Nielsen Video Ads - DO NOT EDIT,300x100,1.383604,345,316,1,0,0,0
USD,DO NOT USE Tier 3,320x50,35841.51816,10352420,9586956,10357,13625,2872,10753
USD,DO NOT USE Tier 3* (CHANNEL),900x90,0.001275,1,1,0,0,0,0
USD,DO_NOT_USE Bid Manager reportable sites channel (Soon to be deprecated and please exclude channel: Non-reportable sites and apps),120x600,11.027467,2829,2235,2,0,0,0
USD,mogo marks branding drhbx gold sx,468x60,1.414642,497,402,0,0,0,0
USD,mogo marks broadwayworld sx,728x90,186.589106,7511,5008,10,23,1,22
USD,ttd entertainment sx,160x600,4207.824229,1259463,1061441,338,1291,113,1178
USD,ttd shopping sx,320x50,1961.15216,242849,226506,212,607,51,556
USD,/All Apps/Apple App Store/Sports,970x90,0.063421,41,41,0,0,0,0
USD,/All Apps/Google Play/Games/Casino,160x600,0.026306,8,8,0,0,0,0
USD,Android Top Selling Free Travel and Local,320x50,4.156717,3417,3284,13,0,0,0
USD,DO NOT USE Android Top Selling Free Media and Video,300x50,0.006756,5,5,0,0,0,0
USD,DO NOT USE Tier 3,728x90,24251.3263,4940895,4059951,2103,12601,733,11868
USD,dso custom hx,160x600,2.009694,191,171,0,8,0,8
USD,mogo marks cincinnati sx,300x250,117.718114,16039,13495,12,38,4,34
USD,mogo marks lal branding (All) silver sx,240x400,0.074475,7,5,0,0,0,0
USD,mogo marks t1 brand sx trim,970x250,6208.236528,743375,651766,1134,2026,411,1615
USD,Android Top Selling Free Social,970x250,0.086854,1,1,0,0,0,0
USD,mogo marks branding comp rate platinum video sx,300x50,71.546771,12232,11602,2,109,3,106
USD,mogo marks chicago sx,300x250,697.311597,109853,82595,65,228,20,208
USD,mogo marks elite kpi achievers sx,320x100,71.817838,9127,8542,13,13,5,8
USD,pac canada sports sx,728x90,5665.003373,857878,711961,298,2212,61,2151
USD,Android Top Selling Free Travel and Local,728x90,0.022258,12,12,0,0,0,0
USD,Cal Performances Perf Arts 5 5 black sx,728x90,11.631534,1018,884,0,0,0,0
USD,DO NOT USE OAM FR,320x50,0.717956,70,63,0,0,0,0
USD,DO NOT USE Spanish Language Sites,300x600,9.350069,4035,1283,2,1,1,0
USD,mogo jacks education sx,728x90,0.071438,16,13,0,0,0,0
USD,mogo marks kpi achievers sx,300x600,2566.765837,115803,95880,332,560,99,461
USD,mogo marks perf arts silver sx,468x60,0.004844,2,0,0,0,0,0
USD,mogo marks xsl_74205 sx ,300x600,11374.39484,1696502,1439904,1129,4940,479,4461
USD,/All Apps/Google Play/Weather,728x90,43.366907,5606,4968,10,0,0,0
USD,Channel of Top US Sites for Nielsen Video Ads - DO NOT EDIT,120x600,3.66749,900,719,0,0,0,0
USD,DO NOT USE OAM FR,728x90,1.109861,421,310,0,1,0,1
USD,DO NOT USE Tier 1* (CHANNEL),Unknown,5452.056295,162953,155927,839,110,0,110
USD,DO NOT USE Tier 1* (CHANNEL),468x60,1.63555,277,220,0,1,0,1
USD,DO NOT USE Tier 2* (CHANNEL),200x200,0.254058,96,46,0,0,0,0
USD,LSSU url v1,320x50,463.43547,45167,43635,142,236,61,175
USD,Performing Arts Fort Worth Top sx,970x250,32.084569,2001,1805,5,5,1,4
USD,mogo marks travel sx,300x50,0.059239,37,34,0,1,0,1
USD,mogo marks ttd obx kitchen premium sink sx,240x400,0.020257,3,1,0,0,0,0
USD,pac canada sports sx,320x50,5076.349254,1264798,1142460,953,1390,222,1168
USD,/All Apps/Google Play/Games/Educational,300x250,0.08826,13,13,0,0,0,0
USD,5a kpi sx,160x600,166.487824,6339,4244,4,79,0,79
USD,Duxiana - KPI sx,300x250,581.270901,177101,153921,123,18,3,15
USD,Stratford KPI revised,300x250,66.207517,7148,6402,0,165,0,165
USD,mogo marks elite kpi achievers sx,250x250,0.282655,23,14,0,0,0,0
USD,mogo marks sacramento sx,300x600,15.733156,1447,939,4,5,4,1
USD,ttd health sx,336x280,1.119684,50,39,0,0,0,0
USD,/All Apps/Apple App Store/Games/Family,300x50,2.254811,319,297,0,0,0,0
USD,Top Performing Sites,728x90,1422.956016,627208,520609,219,153,43,110
USD,mogo marks branding tier 3 sx xls37852,200x200,0.605054,42,36,0,1,0,1
USD,mogo marks houston sx,300x50,1.342848,196,187,0,2,0,2
USD,mogo marks lal (purchase) gold sx,300x600,16082.62331,1123334,988678,1435,8340,563,7777
USD,mogo marks lal (purchase) platinum sx,970x250,994.068322,65767,52634,178,532,108,424
USD,mogo marks lal branding (All) silver sx,970x66,1.011816,283,148,0,0,0,0
USD,mogo marks natl cat-aff-im sx,160x600,3378.263545,410109,342658,198,1315,68,1247
USD,mogo marks philadelphia sx,300x50,0.205836,39,39,0,0,0,0
USD,mogo marks visual arts sx,728x90,9.913686,9620,6809,6,14,0,14
USD,mogo marks xsl_74205 (2p dims) sx ,970x66,0.049335,9,4,0,0,0,0
USD,ttd health wellness sx,300x250,3024.416985,299915,240563,201,1798,58,1740
USD,ttd tech sx,120x600,0.147568,141,91,0,0,0,0
USD,/All Apps/Apple App Store/Games/Board,300x250,223.417459,25379,23585,428,19,17,2
USD,education master sx,120x600,0.777597,108,84,0,0,0,0
USD,mogo marks agg sx xsl37589,300x100,3.450582,695,618,1,0,0,0
USD,mogo marks branding max reach sx,300x250,177850.1923,37192613,29191472,18897,72139,5552,66587
USD,mogo marks native standard reach (no) tail aggregate sx,970x250,8052.844465,1108597,972790,1550,3016,545,2471
USD,mogo marks outbound kpi sx x1a,970x66,0.004991,1,0,0,0,0,0
USD,mogo marks seattle sx,970x90,1.337709,116,77,0,0,0,0
USD,mogo t1 brand sx,970x66,0.217453,37,17,0,0,0,0
USD,/All Apps/Google Play/Social,320x50,1537.750254,841962,789922,1990,96,68,28
USD,Channel of Top US Sites for Nielsen Display Ads - DO NOT EDIT,728x90,82567.43724,17123519,14033083,8588,42039,2734,39305
USD,DO NOT USE AppNexus - Collective Media,900x90,0.001275,1,1,0,0,0,0
USD,mogo marks native high reach tail aggregate sx,160x600,17487.15283,5061791,4416590,1912,8679,506,8173
USD,provident shortlist ,728x90,34667.66178,6434352,5021374,2623,15244,947,14297
USD,/All Apps/Apple App Store/Entertainment,336x280,0.039387,8,3,0,0,0,0
USD,mogo CBS Interactive sx,250x250,0.462255,83,65,1,0,0,0
USD,/All Apps/Google Play/Games/Sports,300x250,3.419954,347,287,3,0,0,0
USD,Android Top Selling Free Photography,160x600,0.394774,39,31,0,0,0,0
USD,DO NOT USE AppNexus - Collective Media,320x100,24.778527,5009,4501,25,14,8,6
USD,DO NOT USE OAM UK,970x90,0.609867,58,47,0,0,0,0
USD,Mogo DBM basic video sx,300x250,1570.120864,378024,235960,198,535,42,493
USD,mogo biz-fi sx,320x100,1.979374,374,276,2,0,0,0
USD,mogo t1 brand sx,970x90,81.578207,6177,5251,9,5,0,5
USD,ttd male sx,970x250,603.450687,145894,135996,84,126,34,92
USD,/All Apps/Apple App Store/Games/Word,336x280,0.003105,1,1,0,0,0,0
USD,Channel of Top Global Sites for Nielsen Display Ads - DO NOT EDIT,320x50,108397.5812,32150723,29758949,32167,39425,10659,28766
USD,DO NOT USE Mobile - MoPub - Jobs & Education,300x250,0.308681,252,240,1,0,0,0
USD,mogo cult soph sx,250x250,4.346333,480,429,1,1,0,1
USD,mogo marks branding tier 3 sx xls37852,336x280,4.655578,343,301,0,3,0,3
USD,mogo marks detroit sx,728x90,127.854406,51344,40533,80,82,63,19
USD,mogo marks lal (purchase) gold sx,300x50,670.107984,62770,59643,51,1816,44,1772
USD,mogo marks perf arts sx 6,970x90,0.517637,22,18,0,0,0,0
USD,mogo marks phoenix sx,250x250,0.024817,5,3,0,0,0,0
USD,/All Apps/Apple App Store/Games/Strategy,300x600,0.505745,45,44,3,2,1,1
USD,/All Apps/Apple App Store/Social Networking,300x600,1.905888,167,133,14,2,2,0
USD,/All Apps/Google Play/Games/Arcade,320x50,12.440916,7457,6826,39,6,5,1
USD,/All Apps/Google Play/News & Magazines,160x600,0.096801,4,4,0,0,0,0
USD,Pac Fox Atlanta EXCLUSION List,160x600,31.197407,19219,17551,0,7,0,7
USD,mogo canada t1 sx,250x250,10.416805,1386,1051,0,1,0,1
USD,mogo marks denver sx,160x600,44.766228,1859,1700,1,26,0,26
USD,mogo marks lal branding (All) silver sx,970x90,159.48368,11159,9693,16,19,0,19
USD,mogo marks xsl_74205 (2p dims) sx ,970x90,31.340838,2624,2328,2,3,0,3
USD,sfoc marks lal custom sx,728x90,0.510769,114,113,0,0,0,0
USD,ttd auto sx,300x250,1105.939143,56285,46524,53,233,4,229
USD,ttd health wellness sx,300x50,250.843594,26097,24908,13,971,25,946
USD,/All Apps/Apple App Store/Games/Music,300x600,0.359645,10,8,0,0,0,0
USD,Channel of Top Global Sites for Nielsen Video Ads - DO NOT EDIT,300x250,136247.5595,29445587,24017358,15512,48450,4156,44294
USD,Channel of Top non-US Sites for Nielsen Display Ads - DO NOT EDIT,970x66,0.719343,252,139,0,0,0,0
USD,Performing Arts Fort Worth Top sx,300x250,283.641491,49204,43631,24,127,6,121
USD,fgu test public channel,970x66,0.508369,179,117,0,0,0,0
USD,mogo lydia peacecenter test,970x66,0.170147,29,12,0,0,0,0
USD,mogo marks branding max reach sx,300x50,3264.594382,600195,566103,296,9657,219,9438
USD,mogo marks bwwpb sx,320x100,8.765242,445,292,0,4,0,4
USD,mogo marks native medium reach tail aggregate sx,300x600,30147.67885,3238107,2701890,3113,14117,1148,12969
USD,mogo marks ttd obx kitchen premium sink sx,970x90,260.84245,20547,17643,22,19,1,18
USD,mogo marks xsl_74205 (4p dims) sx ,970x66,0.030045,5,3,0,0,0,0
USD,sfoc pslx 2018 sx (Jun_2018_Archived),970x250,361.788333,50387,46155,89,362,76,286
USD,ttd sports sx,970x250,605.826073,31921,27156,80,177,9,168
USD,Blacklist - Verification,320x50,0.002559,5,3,0,0,0,0
USD,DO NOT USE Tier 3 (2),160x600,908.832754,252184,221205,220,584,54,530
USD,mogo marks branding comp rate silver video sx,300x600,15890.77085,1916755,1564217,2095,5314,743,4571
USD,mogo marks branding drhbx silver sx,300x600,33107.05285,3323957,2797616,3584,15144,1392,13752
USD,mogo marks video branding max reach tail aggregate sx,468x60,7.716181,2266,1652,0,0,0,0
USD,provident shortlist ,320x100,162.969605,26453,24655,60,72,21,51
USD,/All Apps/Google Play/Games/Arcade,300x50,0.371254,98,95,0,0,0,0
USD,/All Apps/Google Play/Games/Trivia,300x600,18.191406,714,675,20,1,1,0
USD,/All Apps/Google Play/Productivity,320x50,126.22776,45616,42851,92,6,4,2
USD,mogo marks bay area sx,320x50,1419.892818,251866,229356,341,475,126,349
USD,mogo marks branding comp rate silver video sx,300x100,0.026262,6,6,0,0,0,0
USD,mogo marks branding drhbx silver sx,300x100,1.023213,175,147,0,0,0,0
USD,mogo marks hq100p sx,320x50,31591.14518,7062706,6581951,8408,14608,4568,10040
USD,mogo marks native standard reach (no) tail aggregate sx,728x90,35212.1565,6401277,5131474,3328,20688,1018,19670
USD,mogo marks visual arts sx,320x50,24.983618,44897,29098,52,11,6,5
USD,/All Apps/Apple App Store/Games/Dice,300x600,0.616736,20,18,3,1,1,0
USD,/All Apps/Apple App Store/Games/Word,970x250,2.810553,276,258,4,0,0,0
USD,Performing Arts Fort Worth Perf Arts 5 black sx,320x50,12.391101,4724,4461,10,6,1,5
USD,mogo marks branding tier 3 sx xls37852,970x250,5951.5508,432070,356600,851,2062,417,1645
USD,ttd real estate sx,250x250,0.212229,13,12,0,0,0,0
USD,Nashville Symphony black list all adgroups,300x250,75.461203,7014,6083,3,119,5,114
USD,PAC Singapore sx,970x250,0.131132,13,10,0,0,0,0
USD,mogo marks branding comp rate gold video sx,320x100,28.382853,5912,5381,25,17,7,10
USD,mogo marks branding comp rate platinum video sx,336x280,10.248269,834,764,0,1,0,1
USD,mogo marks cincinnati sx,970x250,1.374746,174,104,1,0,0,0
USD,mogo marks natl elite cat-aff-im sx,250x250,0.041884,8,3,0,0,0,0
USD,mogo marks xsl66781 sx,320x50,11919.03132,3479781,3082250,2377,5382,744,4638
USD,sfoc rtx kpi sx,300x600,43.383891,3428,3090,1,28,2,26
USD,ttd news sx,250x250,8.002958,998,869,0,1,0,1
USD,ttd tech sx,300x250,2570.629028,324002,247892,333,1132,52,1080
USD,education master sx,300x250,17069.60388,2653665,2164806,2056,6343,647,5696
USD,mogo marks bay area sx,728x90,1876.75884,323431,172681,79,656,32,624
USD,mogo marks branding tier 2 sx xls37852,320x50,53414.22127,10517745,9720808,15129,23499,6533,16966
USD,mogo marks lal (purchase) platinum sx,728x90,4043.670395,360146,271833,411,1910,88,1822
USD,mogo marks natl cat-aff-im sx 2,300x100,0.153683,27,20,0,0,0,0
USD,ttd education sx,970x66,0.027595,8,3,0,0,0,0
USD,Android Top Selling Free Business,320x50,6.071328,8206,7912,13,0,0,0
USD,Channel of Top Global Sites for Nielsen Display Ads - DO NOT EDIT,120x600,9.378759,1887,1565,1,0,0,0
USD,DCPA Video black sx,300x250,4.705309,659,544,0,0,0,0
USD,DO NOT USE Tier 2,320x100,31.417254,3036,2804,9,11,5,6
USD,kid safe sx,300x100,0.065383,19,17,0,0,0,0
USD,mogo marks chicago sx,200x200,0.12326,6,6,0,0,0,0
USD,mogo marks native medium reach tail aggregate sx,300x100,0.8497,134,109,0,0,0,0
USD,mogo marks ttd obx kitchen premium sink sx,970x66,1.146605,504,156,0,0,0,0
USD,pac motorsports sx,336x280,0.854204,43,35,0,0,0,0
USD,ttd female sx,970x90,40.76247,2284,1935,2,2,0,2
USD,/All Apps/Apple App Store/Games/Card,300x250,75.139918,6670,5393,189,6,6,0
USD,DO NOT USE Tier 3,240x400,0.109962,11,6,0,0,0,0
USD,PAC Singapore sx,970x90,0.005452,2,2,0,0,0,0
USD,mogo marks natl cat-aff-im sx 2,300x250,26449.93511,3483147,2835194,3336,9309,1079,8230
USD,mogo marks perf arts silver sx,970x250,292.527982,18586,11733,48,182,69,113
USD,sfoc pslx 2018 sx (Jun_2018),320x50,2615.841218,943804,899019,960,4309,564,3745
USD,/All Apps/Apple App Store/Newsstand/Regional News,728x90,329.363298,158095,135981,81,3,1,2
USD,5a kpi sx,300x600,7.405666,292,130,0,4,0,4
USD,Duxiana - Underperformance Blacklist,300x250,229.232432,128940,105085,126,4,2,2
USD,Mogo DBM select video sx,336x280,0.06532,9,8,0,0,0,0
USD,finn dallas native sx,468x60,0.004614,1,1,0,0,0,0
USD,mogo marks disney sx,300x600,25.438343,2605,1672,0,3,0,3
USD,mogo marks video sx xsl44760 class a,300x250,11280.25215,3082030,2578936,1986,5235,562,4673
USD,/All Apps/Apple App Store/Games/Board,160x600,17.08447,674,593,84,4,3,1
USD,/All Apps/Apple App Store/Lifestyle,300x250,131.672859,55817,48050,121,3,3,0
USD,DO NOT USE Tier 1,300x50,807.618186,128638,121994,102,1950,60,1890
USD,Triad Stage Local sx,300x250,8.65275,563,458,3,0,0,0
USD,mogo marks agg sx xsl37589,300x250,171976.8778,36141267,28548343,18121,69810,5407,64403
USD,mogo marks branding comp rate gold video sx,970x90,79.187531,4736,3922,4,4,0,4
USD,mogo marks branding drhbx gold sx,970x250,4893.280618,356846,292083,700,1620,344,1276
USD,mogo marks video branding extended reach tail aggregate sx,120x600,2.672347,633,510,0,0,0,0
USD,mogo music sx,250x250,0.002154,1,1,0,0,0,0
USD,/All Apps/Google Play/Business,728x90,0.06213,104,99,1,0,0,0
USD,at iab aff-im black sx,300x250,52.439264,10582,8467,8,5,0,5
USD,kid safe sx,300x250,33163.38534,7965397,6353967,3520,11727,1021,10706
USD,maryland-dc sx,728x90,122.629163,20438,15991,8,18,5,13
USD,mogo marks branding increased reach sx,900x90,0.001275,1,1,0,0,0,0
USD,mogo marks lal (purchase) silver sx,300x100,0.907905,179,157,0,0,0,0
USD,mogo marks lal branding (All) gold sx,336x280,38.633747,1778,1585,1,21,0,21
USD,mogo marks lal branding (All) platinum sx,300x100,0.023711,4,4,0,0,0,0
USD,mogo marks natl cat-aff-im sx 3,300x50,36.113049,3642,3509,5,102,2,100
USD,mogo marks video branding medium reach tail aggregate sx,300x250,130745.5007,28480725,22938846,14268,48077,4110,43967
USD,ttd music sx,300x250,884.658144,263812,184566,111,470,38,432
USD,/All Apps/Google Play/Games/Adventure,320x50,0.95457,944,903,0,0,0,0
USD,DO NOT USE Invite US Expandable Enabled Sites,250x250,4.758739,507,454,0,0,0,0
USD,DO NOT USE Tier 1* (CHANNEL),970x250,8197.504915,958368,840311,1457,2840,550,2290
USD,DO NOT USE Tier 3 (2),300x100,0.106198,16,15,0,0,0,0
USD,mogo biz-fi sx,970x66,0.01929,4,1,0,0,0,0
USD,mogo education sx,250x250,2.870687,331,279,0,0,0,0
USD,nancy sitelist (Advertiser Level),728x90,0.045997,1,1,0,0,0,0
USD,provident shortlist ,970x66,0.856808,243,136,0,0,0,0
USD,ttd family parent sx,336x280,1.073722,143,128,0,0,0,0
USD,/All Apps,970x250,34.532836,1915,1701,34,4,4,0
USD,/All Apps/Apple App Store/Games/Action,320x50,16.347291,14084,11241,35,5,5,0
USD,/All Apps/Google Play/Games/Adventure,300x250,1.471577,174,160,4,1,1,0
USD,Android Top Selling Free News and Magazines,728x90,48.430914,21478,20002,13,0,0,0
USD,Channel of Top US Sites for Nielsen Display Ads - DO NOT EDIT,160x600,46856.06506,12592583,11169764,5340,22608,1716,20892
USD,ttd education sx,300x600,1344.202357,254370,208869,281,1068,62,1006
USD,/All Apps/Apple App Store/Games/Casino,336x280,0.039387,8,3,0,0,0,0
USD,/All Apps/Apple App Store/News,970x250,0.08924,7,5,0,0,0,0
USD,/All Apps/Google Play/Photography,300x50,0.987761,235,222,0,0,0,0
USD,mogo marks branding comp rate platinum video sx,970x66,0.072544,14,6,0,0,0,0
USD,mogo marks nyc sx,728x90,4856.75869,354325,278442,169,935,58,877
USD,mogo marks nyt sx,300x600,111.628315,8851,7140,9,32,10,22
USD,mogo marks sports sx,300x50,94.251202,21415,20291,18,69,6,63
USD,mogo marks video branding max reach tail aggregate sx,200x200,3.763663,369,245,0,1,0,1
USD,mogo marks visual arts sx,160x600,15.55735,17907,12352,16,5,1,4
USD,Pac Private Events/Wedding sx,970x250,6.240445,243,177,1,2,0,2
USD,mogo canada t1 sx,970x90,45.24288,3134,2661,5,6,0,6
USD,mogo lydia peacecenter test,300x100,0.010455,1,1,0,0,0,0
USD,sfoc marks kpi sx (062018),320x50,243.67332,89822,86268,83,571,47,524
USD,sfoc pslx 2018 sx (Jun_2018),300x250,2286.596025,491837,455173,268,3697,238,3459
USD,ttd health sx,970x66,0.0203,11,2,0,0,0,0
USD,zt local austin sx,320x50,24.185029,9985,8498,4,36,2,34
USD,/All Apps/Apple App Store/Medical,300x600,0.061876,6,3,0,0,0,0
USD,Android Top Selling Free News and Magazines,320x50,476.245823,243419,228494,266,43,13,30
USD,Portland Center Stage Perf Arts 5 black sx,320x50,0.325374,30,30,0,0,0,0
USD,mogo marks native (sharethrough) unique can sx,468x60,0.302416,103,95,0,0,0,0
USD,mogo marks t1 brand kpi sx x8t,970x90,25.063105,1783,1534,1,3,0,3
USD,DO NOT USE Spanish Language Sites,320x100,0.030964,4,4,0,0,0,0
USD,Stratford Black RT SX,320x50,5.121494,1647,1547,1,5,1,4
USD,mogo marks high intenders sx,320x50,1935.333359,300743,273946,276,1273,113,1160
USD,mogo marks kpi achievers sx,320x100,9.838465,666,493,1,4,0,4
USD,mogo marks lal (purchase) gold sx,250x250,10.949866,843,706,0,2,0,2
USD,mogo marks los angeles sx,728x90,160.833275,43901,34346,44,31,11,20
USD,Android Movers and Shakers,300x50,37.455604,5193,5039,18,0,0,0
USD,Android Top Selling Free Entertainment,970x250,0.046885,25,24,0,0,0,0
USD,DO NOT USE Tier 1,320x100,59.825599,10880,9669,31,58,7,51
USD,DO NOT USE Tier 3 (2),120x600,0.245941,119,107,0,0,0,0
USD,Triad Stage Local sx,728x90,5.606943,208,172,0,0,0,0
USD,mogo marks branding tier 3 sx xls37852,240x400,0.041756,4,4,0,0,0,0
USD,mogo marks perf arts sx 2,468x60,0.004844,2,0,0,0,0,0
USD,mogo marks video branding medium reach tail aggregate sx,728x90,56114.46206,11029035,8788022,5442,30666,1834,28832
USD,mogo music sx,160x600,107.709794,32110,28775,5,37,0,37
USD,sfoc cix sx,728x90,4.836533,442,413,1,3,0,3
USD,ttd food sx,468x60,0.008634,1,1,0,0,0,0
USD,ttd music sx,728x90,480.988866,153219,99770,39,165,8,157
USD,/All Apps/Apple App Store/Social Networking,320x100,0.001179,3,3,0,0,0,0
USD,/All Apps/Google Play/Tools,336x280,0.085925,34,26,0,0,0,0
USD,Android Top Selling Free Books and Reference,160x600,0.007101,1,1,0,0,0,0
USD,at iab aff-im black sx,728x90,0.400617,80,70,0,0,0,0
USD,kid safe sx,728x90,8568.089014,1495520,1011879,1215,2989,166,2823
USD,ttd family parent sx,250x250,1.526551,350,298,0,0,0,0
USD,/All Apps/Apple App Store,336x280,0.042493,9,4,0,0,0,0
USD,Android Top Selling Free Photography,300x50,2.095335,439,404,0,0,0,0
USD,DO NOT USE Tier 2* (CHANNEL),970x66,0.070801,68,15,0,0,0,0
USD,Duxiana - Underperformance Blacklist,728x90,217.5735,113716,101453,41,3,2,1
USD,Mogo DBM select video sx,250x250,1.495913,131,106,0,0,0,0
USD,magic theatre top performing sx,300x250,222.584245,72538,52164,127,115,64,51
USD,mogo mba tier 1 sx,336x280,0.78384,14,13,0,0,0,0
USD,t1 brand black sx,300x600,3.876587,141,131,0,0,0,0
USD,/All Apps/Google Play/Games/Puzzle,970x250,0.07866,13,13,0,0,0,0
USD,5a kpi sx,320x50,2.955195,250,142,0,4,0,4
USD,Performing Arts Fort Worth sx,728x90,61.174391,19125,18135,6,86,2,84
USD,mogo marks branding comp rate silver video sx,320x100,47.798774,7494,6874,26,21,10,11
USD,mogo marks branding drhbx silver sx,320x100,235.47871,46098,42794,67,146,25,121
USD,mogo marks branding max reach sx,970x66,1.356561,687,185,0,0,0,0
USD,mogo marks disney sx,320x50,135.456041,21860,20413,17,30,6,24
USD,mogo marks video branding max reach tail aggregate sx,300x50,2256.205354,407259,386141,228,5981,161,5820
USD,mogo marks wine sx,300x250,213.197298,27232,23305,10,143,7,136
USD,/All Apps/Google Play/Games/Card,336x280,0.032459,8,6,0,0,0,0
USD,/All Apps/Google Play/Games/Music,300x600,0.942212,132,118,0,0,0,0
USD,DCPA rt black sx,300x600,1.698895,45,40,0,0,0,0
USD,finn dallas native sx,300x600,324.643658,21589,17485,30,72,11,61
USD,mogo black rt sx,300x50,0.390367,57,54,0,0,0,0
USD,mogo cult soph sx,300x100,0.094589,19,16,0,0,0,0
USD,mogo marks agg sx xsl37589,728x90,86808.73148,16703190,13494093,8363,47160,2762,44398
