Advertiser Currency,Channel,Creative Size,Revenue (Adv Currency),Impressions,Active View: Viewable Impressions,Clicks,Total Conversions,Post-Click Conversions,Post-View Conversions
USD,mogo music sx,300x50,11.63695,1336,1250,2,19,1,18
USD,DO NOT USE Tier 2* (CHANNEL),970x250,423.617033,36327,28933,82,95,10,85
USD,dbm video sx,300x600,18700.68735,2055333,1729876,1933,6828,707,6121
USD,mogo marks branding tier 1 sx xls37852,320x51,0.8361,20,19,0,0,0,0
USD,mogo marks email sx,250x250,2.35253,450,370,0,2,0,2
USD,mogo marks trip advisor sx,728x90,290.663238,4972,3954,4,84,1,83
USD,mogo music sx,120x600,0.017775,1,1,0,0,0,0
USD,ttd health wellness sx,200x200,0.097772,6,3,0,0,0,0
USD,/All Apps/Apple App Store/Finance,320x100,0.016215,6,6,0,0,0,0
USD,/All Apps/Google Play/Health & Fitness,300x600,3.147485,177,163,2,0,0,0
USD,Channel of Top Global Sites for Nielsen Video Ads - DO NOT EDIT,320x50,89056.38568,26067189,24384602,26993,32687,9591,23096
USD,DO NOT USE Tier 3 (2),970x66,0.000138,1,0,0,0,0,0
USD,DO_NOT_USE Bid Manager reportable sites channel (Soon to be deprecated and please exclude channel: Non-reportable sites and apps),300x250,177869.1963,37036350,29134338,22641,70166,6113,64053
USD,Duxiana - KPI sx,970x250,270.899112,37042,30713,102,3,1,2
USD,central city  opera black sx,728x90,0.239516,6,6,0,0,0,0
USD,mogo education sx,300x50,154.302769,47830,44745,13,607,7,600
USD,mogo marks t1 brand sx trim,728x90,19206.69521,3150245,2256201,2163,6815,480,6335
USD,mogo marks xsl_ks0001 sx,320x51,0.8361,20,19,0,0,0,0
USD,stratford black OB sx,300x600,0.046585,8,7,0,0,0,0
USD,ttd family parent sx,300x100,0.02763,5,3,0,0,0,0
USD,/All Apps/Google Play/Education,320x100,0.001725,3,2,0,0,0,0
USD,/All Apps/Google Play/Games/Action,336x280,0.03653,12,9,0,0,0,0
USD,/All Apps/Google Play/Games/Educational,300x50,0.01963,15,14,0,0,0,0
USD,/All Apps/Google Play/Games/Sports,300x600,1.473938,77,73,6,0,0,0
USD,mogo biz-fi sx,970x250,4618.198184,378310,325372,674,1390,311,1079
USD,mogo marks branding comp rate gold video sx,336x280,14.200937,1169,1054,0,1,0,1
USD,mogo marks broadway sx,728x90,1579.085189,160148,119695,79,388,32,356
USD,mogo marks native (sharethrough) unique can sx,320x100,35.689518,3813,3449,7,20,2,18
USD,mogo marks perf arts platinum sx,728x90,1055.805344,85876,53421,54,348,24,324
USD,mogo marks stratford (canada) sx,970x250,14.800556,1056,761,0,31,0,31
USD,Channel of Top US Sites for Nielsen Display Ads - DO NOT EDIT,200x200,6.562437,842,586,0,2,0,2
USD,South Coast Rep Perf Arts 5 black sx,160x600,0.270193,26,19,0,0,0,0
USD,mogo marks bwwpb sx,970x250,214.980022,12142,6830,26,137,62,75
USD,mogo marks detroit sx,320x50,1190.558312,111493,107221,352,354,185,169
USD,mogo marks trip advisor sx,300x250,629.516123,11215,10083,7,297,6,291
USD,/All Apps/Apple App Store/Games/Board,300x50,17.076484,1762,1723,11,0,0,0
USD,/All Apps/Google Play,160x600,6.367575,1062,985,12,5,4,1
USD,DO NOT USE Mobile - MoPub - Jobs & Education,300x600,0.014404,1,1,0,0,0,0
USD,DO NOT USE Mobile - MoPub - Travel,300x50,0.02392,5,5,0,0,0,0
USD,DO NOT USE Tier 2,336x280,9.016891,1450,1242,1,7,0,7
USD,DO NOT USE Tier 2* (CHANNEL),120x600,0.150018,134,81,0,0,0,0
USD,DO NOT USE Tier 3* (CHANNEL) (2),468x60,0.529298,233,147,0,0,0,0
USD,mogo mba tier 1 sx,970x90,0.911926,47,40,0,0,0,0
USD,provident shortlist ,970x250,8394.356017,803984,692462,1393,3025,538,2487
USD,sfoc kpi sx (acquisition 2019),160x600,9.163059,881,775,0,38,0,38
USD,ttd auto sx,300x600,427.902221,20113,17754,25,86,7,79
USD,ttd gaming sx,970x90,6.68173,778,708,0,0,0,0
USD,Android Movers and Shakers,160x600,1.052192,26,25,0,0,0,0
USD,CST KPI List,320x50,3.438512,4884,3422,1,1,1,0
USD,CST KPI List,728x90,0.907862,460,319,0,0,0,0
USD,Channel of Top Global Sites for Nielsen Video Ads - DO NOT EDIT,300x600,38655.87694,4708912,3970895,4395,16270,1632,14638
USD,DO NOT USE AppNexus - Collective Media,970x250,2041.354893,379012,339275,522,759,189,570
USD,Mogo DBM basic video sx,300x600,412.013387,97513,68519,67,185,16,169
USD,central city  opera black sx,300x250,0.56373,21,18,0,0,0,0
USD,dbm video sx,468x60,0.049493,10,6,0,0,0,0
USD,mogo marks t1 brand sx trim,300x250,45171.09325,8501297,6430039,5792,16899,1798,15101
USD,mogo marks video branding extended reach tail aggregate sx,970x66,0.348931,302,28,0,0,0,0
USD,mogo marks xsl_800p sx,160x600,29163.85041,7459315,6621543,3419,16392,1131,15261
USD,DO NOT USE Invite December Brand Safe List,250x250,40.537102,4311,3569,1,9,0,9
USD,RCU KPI Sitelist 1 (CPA),970x250,1.75066,69,65,0,0,0,0
USD,mogo marks branding max reach sx,120x600,9.539376,2186,1632,1,0,0,0
USD,mogo marks native sx xsl1045 class b,728x90,6106.919968,1412703,1156967,1078,3031,127,2904
USD,mogo marks native sx xsl1045 class c,468x60,1.996867,540,342,0,0,0,0
USD,mogo marks playbill sx x3e,728x90,191.365945,20073,8671,18,105,13,92
USD,sfoc marks lal custom sx,320x50,0.015027,12,10,0,0,0,0
USD,ttd kids sx,250x250,1.448034,169,137,0,0,0,0
USD,DO NOT USE Tier 3* (CHANNEL) (2),336x280,14.431609,1231,1084,0,7,0,7
USD,mogo marks nyc sx,200x200,0.014553,1,0,0,0,0,0
USD,mogo marks outbound kpi sx x1a,300x600,2566.765837,115803,95880,332,560,99,461
USD,mogo universal rt+ob black sx,300x600,5.753214,1138,949,3,12,3,9
USD,ttd family parent sx,970x250,448.535383,36630,31625,72,55,15,40
USD,Android Top Selling Free Business,320x100,0.112439,68,50,0,0,0,0
USD,mogo marks branding max reach sx,240x400,0.283233,26,17,0,0,0,0
USD,mogo marks native standard reach (no) tail aggregate sx,320x100,159.328215,24906,23394,56,72,24,48
USD,mogo marks natl cat-aff-im sx,300x100,0.153683,27,20,0,0,0,0
USD,mogo marks xsl_ks0001 sx,970x90,262.703885,20619,17710,22,19,1,18
USD,mogo mba tier 2 sx,320x50,5671.900702,1342449,1274364,1345,2015,444,1571
USD,sfoc 2018 marks stratford premium sx,970x250,337.659804,47309,43315,83,357,72,285
USD,sfoc marks lal custom sx,160x600,24.816652,14837,14461,4,15,2,13
USD,ttd auto sx,250x250,0.699651,50,41,0,0,0,0
USD,/All Apps/Google Play/Medical,320x50,0.772337,647,617,0,0,0,0
USD,CST KPI List,160x600,9.311556,470,327,3,6,1,5
USD,DO NOT USE OAM UK,300x600,796.029458,98104,86913,140,233,39,194
USD,dbm video sx,336x280,11.605855,958,855,0,1,0,1
USD,mogo marks broadway sx,160x600,1617.685236,94419,69332,71,524,27,497
USD,mogo marks hq100p sx,320x100,130.411067,32308,30147,39,78,13,65
USD,mogo marks lal branding (All) gold sx,728x90,26839.89785,3198719,2535770,1800,17681,611,17070
USD,mogo marks native sx xsl1045 class c,336x280,14.439618,1416,1250,0,3,0,3
USD,pac esports sx,300x250,4931.814849,1698766,1367563,341,2259,69,2190
USD,ttd sports sx,900x90,0.001275,1,1,0,0,0,0
USD,Brandcast Blacklist ,468x60,0.020142,17,0,0,0,0,0
USD,Mogo DBM select video sx,970x250,54.048011,3377,2680,9,17,2,15
USD,Mogo dating sx,320x50,0.312216,26,21,0,0,0,0
USD,Portland Center Stage KPI sx,728x90,13.106124,1641,1402,1,5,2,3
USD,mogo marks native high reach tail aggregate sx,300x100,1.980468,395,342,1,0,0,0
USD,mogo marks native sx xsl1045 class b,160x600,426.558062,61321,47231,31,255,4,251
USD,mogo marks xsl66781 sx,320x100,27.03676,7247,6759,10,18,3,15
USD,ttd beauty sx,320x50,39.085484,6468,6088,4,3,0,3
USD,ttd food sx,970x90,16.698513,2311,2010,2,3,0,3
USD,Channel of Top Global Sites for Nielsen Video Ads - DO NOT EDIT,250x250,79.378008,10749,8982,8,9,0,9
USD,Mogo DBM basic video sx,250x250,1.833336,227,187,0,0,0,0
USD,at atlanta sx,728x90,25.148771,3224,2842,2,21,1,20
USD,mogo marks bay area sx,320x100,0.022454,3,3,0,0,0,0
USD,mogo marks branding tier 2 sx xls37852,320x100,188.811043,40575,37736,62,110,21,89
USD,mogo marks perf arts sx 2,970x90,15.280101,743,651,1,2,0,2
USD,sfoc hqcat black hx,300x600,77.946117,3808,3405,5,57,5,52
USD,ttd finance sx,336x280,1.507609,65,56,0,0,0,0
USD,/All Apps,320x100,1.881131,913,761,0,0,0,0
USD,/All Apps/Apple App Store/Medical,300x250,0.424042,136,107,0,0,0,0
USD,/All Apps/Google Play/Games/Role Playing,300x600,0.00138,1,1,0,0,0,0
USD,/All Apps/Google Play/Social,160x600,0.048449,2,2,0,0,0,0
USD,mogo marks ticketing sx,300x600,0.182387,5,4,0,0,0,0
USD,mogo marks video sx xsl44760 class b,320x50,2394.344009,535912,468419,753,884,273,611
USD,ttd entertainment sx,300x50,273.345614,62000,59030,29,668,37,631
USD,/All Apps/Google Play/Games/Casino,300x50,0.039149,10,9,0,0,0,0
USD,Channel of Top US Sites for Nielsen Video Ads - DO NOT EDIT,970x66,1.25183,702,171,0,0,0,0
USD,mogo marks bwwpb sx,468x60,0.004844,2,0,0,0,0,0
USD,mogo marks lal (purchase) silver sx,200x200,1.054281,129,75,0,1,0,1
USD,mogo marks xsl_ks0001 sx,300x600,36625.39573,4321586,3540890,3907,14831,1388,13443
USD,mogo marks xsl_ks20780 sx,970x90,351.67905,27572,23761,23,31,1,30
USD,mogo sports sx,300x600,975.223765,117583,100761,108,200,33,167
USD,pac esports sx,250x250,13.608103,2348,1981,0,1,0,1
USD,ttd education sx,300x250,4082.30612,959137,780575,561,2895,193,2702
USD,zt local austin sx,728x90,6.604369,672,516,1,8,2,6
USD,/All Apps/Apple App Store/Games/Action,728x90,3.019893,2369,2318,6,0,0,0
USD,/All Apps/Apple App Store/News,320x100,0.001811,4,4,0,0,0,0
USD,Channel of Top Global Sites for Nielsen Display Ads - DO NOT EDIT,320x51,0.837271,21,20,0,0,0,0
USD,dbm native sx (adx),120x600,0.163752,54,46,0,0,0,0
USD,mogo marks branding tier 1 sx xls37852,300x600,36262.1189,4330705,3600081,3860,16855,1483,15372
USD,mogo marks lal branding (All) platinum sx,200x200,0.470789,38,31,0,0,0,0
USD,mogo marks shakespeare sx,320x50,48.056477,6013,5024,5,10,2,8
USD,mogo marks xsl_74205 sx ,320x100,25.496135,6756,6301,10,18,3,15
USD,sfoc marks kpi sx (062018),728x90,177.96443,38141,36254,19,438,18,420
USD,/All Apps/Google Play/Books & Reference,336x280,0.029986,2,2,0,0,0,0
USD,DO_NOT_USE Bid Manager reportable sites channel (Soon to be deprecated and please exclude channel: Non-reportable sites and apps),970x66,0.858286,496,63,0,0,0,0
USD,Portland Center Stage Perf Arts 5 black sx,728x90,0.008625,1,1,0,0,0,0
USD,mogo biz-fi sx,468x60,0.032293,12,10,0,0,0,0
USD,mogo marks lal (purchase) platinum sx,300x100,0.007841,1,1,0,0,0,0
USD,mogo marks native sx xsl1045 class a,336x280,0.970143,19,16,0,0,0,0
USD,mogo marks native sx xsl1045 class c,970x66,0.042525,11,6,0,0,0,0
USD,mogo marks wine sx,970x250,0.124979,15,12,0,0,0,0
USD,mogo mba tier 1 sx,250x250,0.010476,1,1,0,0,0,0
USD,provident shortlist ,468x60,2.028307,649,378,0,0,0,0
USD,/All Apps/Apple App Store/Music,320x50,172.288958,184322,168545,262,4,4,0
USD,/All Apps/Google Play/Entertainment,300x600,7.811377,580,531,14,4,4,0
USD,Duxiana- Bad Site List(Allan) ,320x50,377.023429,93044,88282,79,6,0,6
USD,Stratford Black RT SX,728x90,2.639149,637,589,1,23,0,23
USD,magic theatre top performing sx,970x250,47.775784,4240,2832,6,15,4,11
USD,mogo marks high intenders sx,728x90,1480.061278,201848,163270,90,715,38,677
USD,mogo marks nyt sx,300x250,4924.231027,842673,669592,975,1307,293,1014
USD,ttd female sx,300x50,90.129125,17409,16530,8,206,5,201
USD,/All Apps/Google Play/Games/Arcade,160x600,0.044246,2,1,1,1,1,0
USD,Android Top Selling Free Weather,300x600,60.432977,3532,3309,145,152,137,15
USD,DO NOT USE AppNexus - Collective Media,300x100,0.197913,30,21,0,0,0,0
USD,DO_NOT_USE Mobile - MoPub - Games,970x250,0.107114,1,1,0,0,0,0
USD,Mogo DBM select video sx,320x100,0.057787,8,8,0,0,0,0
USD,Triad Stage Perf Arts black sx,300x600,0.064862,9,6,0,0,0,0
USD,mogo marks branding comp rate silver video sx,250x250,23.352106,3104,2496,1,5,0,5
USD,mogo marks branding drhbx silver sx,250x250,26.33765,2569,2119,3,7,0,7
USD,mogo marks detroit sx,160x600,0.01495,3,2,0,0,0,0
USD,mogo marks native medium reach tail aggregate sx,250x250,41.310749,5124,4153,4,8,0,8
USD,mogo marks travel sx,970x90,2.037963,109,89,0,0,0,0
USD,mogo mba tier 2 sx,728x90,6596.118329,548997,444161,243,1667,72,1595
USD,pac motorsports sx,970x90,7.702169,817,614,1,0,0,0
USD,mogo marks coupon sx,300x600,201.246883,9592,7994,13,34,9,25
USD,mogo perf arts sx,300x600,493.151002,46873,31475,53,162,32,130
USD,ttd family parent sx,320x100,18.334211,2991,2852,3,3,1,2
USD,BBB black sx,300x250,0.113348,19,18,0,0,0,0
USD,DO NOT USE fgu test public channel,336x280,0.012132,1,1,0,0,0,0
USD,mogo marks branding comp rate platinum video sx,970x90,36.113433,1972,1679,4,3,0,3
USD,mogo marks branding tier 3 sx xls37852,970x66,0.095855,27,9,0,0,0,0
USD,mogo marks high intenders sx,200x200,0.016727,1,0,0,0,0,0
USD,/All Apps/Google Play/Games/Adventure,300x50,0.022943,6,6,0,0,0,0
USD,/All Apps/Google Play/Medical,728x90,0.004284,16,16,0,0,0,0
USD,DO NOT USE Tier 1,250x250,32.022765,3717,3064,2,5,0,5
USD,mogo marks branding increased reach sx,320x51,0.837271,21,20,0,0,0,0
USD,mogo marks lal branding (All) silver sx,300x600,28971.00633,2562881,2217194,2574,15358,1032,14326
USD,mogo universal rt+ob black sx,300x250,5.640381,1185,668,4,12,3,9
USD,ttd education sx,120x600,0.777597,108,84,0,0,0,0
USD,ttd sports sx,160x600,570.154883,95871,77092,54,129,4,125
USD,Mogo dating sx,728x90,0.074807,8,8,0,0,0,0
USD,mogo marks outbound kpi sx x1a,300x250,11033.15078,1362143,1023325,1471,3774,501,3273
USD,ttd beauty sx,728x90,102.724024,23799,19602,4,30,1,29
USD,Channel of Top Global Sites for Nielsen Display Ads - DO NOT EDIT,300x50,3175.282903,649643,616995,281,8287,209,8078
USD,Performing Arts Fort Worth Perf Arts 5 black sx,728x90,1.129309,191,146,0,2,0,2
USD,mogo marks branding drhbx platinum sx,300x100,0.094447,16,15,0,0,0,0
USD,mogo marks hq100p sx,728x90,24191.29448,4189953,3288023,2473,10120,576,9544
USD,mogo marks video branding extended reach tail aggregate sx,300x100,0.824328,184,170,0,0,0,0
USD,mogo marks xsl_74205 sx ,200x200,0.018275,2,1,0,0,0,0
USD,mogo sf local sx,970x66,0.035616,185,1,0,0,0,0
USD,sfoc 2018 marks stratford premium sx,320x50,1965.748224,642348,611886,599,3143,363,2780
USD,/All Apps/Google Play/Tools,300x600,59.258596,3633,3043,49,11,11,0
USD,Mogo DBM select video sx,320x50,942.501485,226122,203559,260,393,64,329
USD,Portland Center Stage KPI sx,320x50,33.833789,3821,3660,5,9,0,9
USD,mogo marks cincinnati sx,320x100,0.012564,14,7,0,0,0,0
USD,mogo marks xsl66781 sx,728x90,9946.90568,1384373,1002899,534,3757,260,3497
USD,mogo sports sx,970x66,0.853532,242,130,0,0,0,0
USD,/All Apps/Apple App Store/Games/Dice,300x250,0.220311,10,7,0,0,0,0
USD,/All Apps/Google Play/Productivity,728x90,1.586487,1667,1644,6,0,0,0
USD,DO NOT USE Spanish Language Sites,200x200,0.009995,1,1,0,0,0,0
USD,DO NOT USE Tier 2* (CHANNEL),250x250,7.854839,784,591,0,3,0,3
USD,DO NOT USE Tier 3* (CHANNEL),970x90,147.189078,11847,10387,12,12,0,12
USD,mogo marks kpi achievers sx,200x200,0.014553,1,0,0,0,0,0
USD,mogo marks lal branding (All) gold sx,320x50,29640.98456,4178865,3815715,7612,13289,4249,9040
USD,mogo marks native (sharethrough) unique can sx,160x600,1240.226287,293319,248068,189,372,54,318
USD,ttd gaming sx,300x600,1301.363309,273254,234571,313,492,136,356
USD,Android Top Selling Free Business,728x90,0.018058,18,16,0,0,0,0
USD,mogo marks branding increased reach sx,300x250,170628.0354,36184908,28576123,18092,68314,5331,62983
USD,mogo marks disney sx,468x60,0.187436,81,58,0,0,0,0
USD,mogo marks video branding medium reach tail aggregate sx,300x100,2.368311,523,476,1,0,0,0
USD,ocfta local madison sx,970x250,1.193404,68,57,0,0,0,0
USD,sfoc rtx kpi sx,300x250,332.176684,86056,77851,54,639,48,591
USD,ttd family parent sx,320x50,1762.869419,823682,777898,282,738,86,652
USD,ttd spanish sx,970x250,4.861871,1062,815,3,0,0,0
USD,/All Apps/Apple App Store,300x600,1726.047823,109962,86728,6578,954,882,72
USD,/All Apps/Apple App Store/Newsstand/News & Politics,970x90,0.008705,5,5,0,0,0,0
USD,/All Apps/Google Play/Games/Card,300x600,113.266567,4058,3760,45,10,9,1
USD,/All Apps/Google Play/Games/Trivia,300x250,4.756279,382,332,4,0,0,0
USD,APACTix Sitelist sx,160x600,5.210368,132,114,1,1,0,1
USD,DO NOT USE All Google Anonymous,320x50,0.859548,331,323,0,0,0,0
USD,mogo marks branding tier 2 sx xls37852,728x90,36920.47619,5880471,4437663,2748,20979,992,19987
USD,mogo marks jazz & blues sx,468x60,0.031694,35,30,0,0,0,0
USD,mogo mba tier 1 sx,300x600,1408.859783,67294,59168,88,618,37,581
USD,/All Apps/Google Play/Weather,300x50,27.457181,4717,4400,5,2,0,2
USD,mogo marks branding comp rate silver video sx,970x90,87.977212,5354,4478,4,5,0,5
USD,mogo marks branding drhbx silver sx,970x90,186.072309,13393,11483,14,17,1,16
USD,mogo marks hq100p sx,468x60,0.299834,60,42,0,0,0,0
USD,mogo marks kpi mdx sx xls9297,728x90,7918.933776,826178,577190,326,2585,129,2456
USD,/All Apps/Google Play/Games/Board,970x250,0.045077,33,32,0,0,0,0
USD,DO NOT USE Mobile - MoPub - News/Weather,320x50,0.012851,5,4,0,0,0,0
USD,mogo marks branding tier 2 sx xls37852,468x60,1.238195,424,330,0,0,0,0
USD,mogo marks branding tier 3 sx xls37852,300x100,0.174572,40,36,0,0,0,0
USD,mogo marks pav kpi hx,300x600,6374.328786,1237657,947642,600,2948,310,2638
USD,/All Apps/Google Play/News & Magazines,970x250,0.001733,5,5,0,0,0,0
USD,Android Top Selling Free Photography,320x100,0.000058,1,1,0,0,0,0
USD,DO NOT USE Mobile - MoPub - Travel,320x50,0.098481,169,163,0,0,0,0
USD,DO NOT USE Rubicon,300x50,15.926399,1784,1692,0,10,0,10
USD,co top 41 converting,728x90,33.987189,3130,2484,1,10,0,10
USD,mogo marks dallas sx,300x600,291.590441,19015,15416,20,58,10,48
USD,mogo marks native medium reach tail aggregate sx,970x90,224.482443,17964,15322,12,20,0,20
USD,mogo marks pav kpi sx,300x50,3.522804,202,193,2,15,2,13
USD,ttd kids sx,300x50,123.705388,40760,38012,9,507,7,500
USD,/All Apps/Google Play/Sports,300x250,33.74044,11614,8398,20,1,1,0
USD,Android Top Selling Free News and Magazines,160x600,0.034529,2,1,0,0,0,0
USD,Provident High CTR List ,300x600,169.455167,13681,12754,10,2,0,2
USD,kid safe sx,970x90,33.684589,2006,1717,4,0,0,0
USD,mogo canada t1 sx,120x600,0.051155,8,5,0,0,0,0
USD,mogo marks native (sharethrough) unique can sx,336x280,5.954664,676,585,0,2,0,2
USD,mogo marks nyc sx,160x600,1209.374328,67595,47006,47,347,21,326
USD,mogo marks wedding sx,300x600,71.26978,2846,2597,0,36,6,30
USD,mogo marks xsl66781 sx,468x60,0.006997,3,1,0,0,0,0
USD,ttd news sx,320x50,27888.24426,5701011,5286335,10522,10391,5178,5213
USD,tz - Local Seattle sx,300x250,37.686577,8980,7303,6,16,0,16
USD,/All Apps/Apple App Store/Newsstand,300x600,104.244439,22040,16700,68,1,0,1
USD,/All Apps/Google Play/Personalization,320x100,0.004025,5,3,0,0,0,0
USD,Android Top Selling Free Sports,300x250,26.088721,10559,7585,16,1,1,0
USD,DO NOT USE Microsoft Bin (001),728x90,515.231504,155962,132721,733,154,13,141
USD,DO NOT USE Tier 3 (2),320x100,17.068311,1353,1202,3,9,0,9
USD,mogo black sx,300x600,841.016633,106587,92651,107,377,50,327
USD,mogo centro sx US (2014),300x250,10133.53905,1834847,1299904,1175,3240,364,2876
USD,mogo marks los angeles sx,160x600,34.622246,1762,1663,5,10,3,7
USD,mogo marks pav kpi sx 3,970x250,3656.534437,254061,208744,443,1045,191,854
USD,sfoc marks kpi sx (062018),160x600,2.778728,197,174,0,1,0,1
USD,ttd education sx,250x250,7.534624,786,662,0,1,0,1
USD,ttd travel sx,970x250,607.874197,35451,28725,108,191,42,149
USD,/All Apps/Google Play/Games/Puzzle,300x50,15.584406,2400,2356,8,0,0,0
USD,DO NOT USE Tier 2* (CHANNEL),160x600,1327.787855,257102,219341,196,894,46,848
USD,maryland-dc sx,970x250,311.109943,50426,39530,49,30,7,23
USD,mogo marks agg sx xsl37589,120x600,9.29426,1942,1596,1,0,0,0
USD,mogo marks branding drhbx silver sx,300x50,1506.602943,204164,193770,116,4472,83,4389
USD,mogo marks branding max reach sx,900x90,0.001275,1,1,0,0,0,0
USD,mogo marks video branding medium reach tail aggregate sx,120x600,5.099699,1116,880,0,0,0,0
USD,/All Apps/Apple App Store,320x50,3936.722674,2158631,2022169,3433,92,48,44
USD,/All Apps/Google Play/Games/Card,320x50,32.164265,29504,27246,107,13,12,1
USD,/All Apps/Google Play/Games/Trivia,728x90,1.74054,1147,1130,0,0,0,0
USD,mogo marks jazz & blues sx,300x600,42.405388,6440,5301,5,27,1,26
USD,mogo marks native sx xsl1045 class b,970x66,0.00239,2,1,0,0,0,0
USD,mogo mba tier 1 sx,320x50,532.946277,172112,151799,94,251,55,196
USD,/All Apps/Apple App Store/Newsstand/Regional News,970x250,0.064745,4,2,0,0,0,0
USD,mogo marks lal (purchase) platinum sx,970x90,13.426802,521,453,3,1,0,1
USD,mogo marks video sx xsl44760 class b,468x60,0.137095,98,25,0,0,0,0
USD,/All Apps/Apple App Store/Productivity,300x600,0.29642,40,37,0,0,0,0
USD,/All Apps/Google Play/Tools,320x50,83.885944,53789,51515,122,22,14,8
USD,5a local sx seattle,300x250,30.975201,5758,4759,0,7,0,7
USD,kid safe sx,120x600,0.491161,53,40,0,0,0,0
USD,mogo financial services kpi sx,300x600,5921.419414,1033175,844612,518,2662,208,2454
USD,mogo marks branding drhbx gold sx,200x200,0.49788,36,26,0,0,0,0
USD,mogo marks branding drhbx platinum sx,300x50,69.12031,6926,6494,3,117,0,117
USD,sfoc rtx kpi sx,728x90,20.74771,3280,2882,2,23,0,23
USD,/All Apps/Apple App Store/Games/Dice,728x90,19.632655,9060,9001,27,2,2,0
USD,/All Apps/Google Play/Libraries & Demo,300x250,0.001869,1,1,0,0,0,0
USD,/All Apps/Google Play/Lifestyle,300x250,22.056309,3971,3408,8,1,0,1
USD,DO NOT USE Tier 1* (CHANNEL),200x200,0.534743,76,32,0,1,0,1
USD,mogo marks ballet sx,300x250,44.594296,5403,4103,5,11,2,9
USD,mogo marks branding drhbx platinum sx,120x600,0.187812,35,26,0,0,0,0
USD,mogo marks natl elite cat-aff-im sx,160x600,1196.249273,66668,46002,51,359,22,337
USD,mogo marks perf arts gold sx,300x600,229.384073,17476,9511,22,74,16,58
USD,mogo marks xsl_ks20780 sx,240x400,0.240766,19,15,0,0,0,0
USD,ttd gaming sx,320x50,2262.658126,763392,703513,863,873,258,615
USD,/All Apps/Apple App Store/Games/Adventure,320x50,2.159012,4336,4303,6,0,0,0
USD,/All Apps/Google Play/Games/Action,300x600,58.591792,1308,1134,146,98,87,11
USD,Triad Stage Perf Arts black sx,300x250,0.644318,123,96,0,0,0,0
USD,mogo marks branding comp rate gold video sx,300x600,14831.43718,1725567,1404738,1888,4770,693,4077
USD,mogo marks xsl_74205 sx ,970x66,0.049335,9,4,0,0,0,0
USD,pac esports sx,240x400,0.021704,1,1,0,0,0,0
USD,sfoc hqcat black hx,300x250,77.004269,5620,4916,7,165,6,159
USD,Duxiana- Bad Site List(Allan) ,970x250,55.143135,7738,5533,46,0,0,0
USD,mogo marks coupon sx,300x250,144.105566,10480,7805,9,62,6,56
USD,Android Top Selling Free Weather,300x250,42.006495,6504,4865,46,13,9,4
USD,BBB perf arts 5 black sx,160x600,6.534562,846,803,0,7,0,7
USD,DO NOT USE Mobile - MoPub - Computers & Electronics/Software/Multimedia Software/Audio & Music Software,320x50,20.312376,42534,42388,59,0,0,0
USD,mogo marks branding tier 1 sx xls37852,300x50,1661.167807,279350,263930,144,4708,109,4599
USD,mogo marks email sx,300x600,802.945171,58415,45354,46,142,13,129
USD,mogo marks native (sharethrough) unique us sx,970x250,770.962765,132209,117692,230,364,54,310
USD,mogo marks perf arts silver sx,160x600,1724.390206,105902,76841,75,538,33,505
USD,mogo marks playbill 5 sx x9z,320x50,1068.072678,71298,67290,142,659,66,593
USD,mogo marks video branding extended reach tail aggregate sx,250x250,47.40468,6208,5167,5,8,0,8
USD,sfoc stratford hqcat sx,970x250,105.319534,10519,9465,7,90,5,85
USD,ttd education sx,300x50,244.812884,65790,61757,28,900,30,870
USD,/All Apps/Apple App Store/Medical,300x50,0.541397,368,347,1,0,0,0
USD,/All Apps/Google Play/Comics,300x250,0.001179,1,1,0,0,0,0
USD,DO NOT USE Tier 2,300x600,5158.838861,576921,515648,471,2455,161,2294
USD,Greg's GG KPI + relevant sites list,320x50,47.745071,2955,2498,2,18,0,18
USD,mogo marks lal branding (All) silver sx,300x250,72766.72009,10120869,7922358,6794,34919,2272,32647
USD,mogo marks ttd obx kitchen premium sink sx,120x600,2.764517,657,338,0,0,0,0
USD,mogo perf arts sx,300x250,8882.381682,1204227,936019,1335,2833,454,2379
USD,/All Apps/Apple App Store/Business,970x250,0.119456,2,1,0,0,0,0
USD,Android Top Selling Free Game,336x280,0.31824,61,45,1,1,0,1
USD,Greg's GG KPI + relevant sites list,728x90,32.256143,1659,1379,7,16,2,14
USD,mogo biz-fi sx,300x100,0.101699,20,17,0,0,0,0
USD,mogo marks shakespeare sx,970x250,1.514128,160,116,0,0,0,0
USD,mogo sports sx,120x600,0.577428,36,29,0,0,0,0
USD,/All Apps/Apple App Store/Games/Educational,300x600,1.921171,93,75,4,0,0,0
USD,/All Apps/Google Play/Photography,160x600,0.0306,5,5,0,0,0,0
USD,Android Top Selling Free Education,300x50,0.179026,26,26,0,0,0,0
USD,mogo marks branding drhbx gold sx,160x600,4140.315642,393818,331795,288,2028,81,1947
USD,mogo marks elite kpi achievers sx,200x200,0.014553,1,0,0,0,0,0
USD,mogo marks t1 brand kpi sx x8t,320x50,4892.967076,943683,869371,694,2676,262,2414
USD,/All Apps/Apple App Store/Games/Adventure,728x90,0.938488,856,839,2,0,0,0
USD,/All Apps/Google Play/Games/Action,300x250,19.359018,1796,1526,24,5,5,0
USD,DO NOT USE Rubicon,970x250,42.130155,6288,2929,3,8,2,6
